timestamp,run,submission_file,overall_mape,mape_BlendProperty1,mape_BlendProperty2,mape_BlendProperty3,mape_BlendProperty4,mape_BlendProperty5,mape_BlendProperty6,mape_BlendProperty7,mape_BlendProperty8,mape_BlendProperty9,mape_BlendProperty10
20250721_224012,1,submission_20250721_224012_001.csv,0.4060887170017883,0.8643347190377334,0.1970122207982192,0.39215073230573977,0.30089469850289957,0.05958729141244387,0.3682241022358508,0.42723849986247747,0.4475999389092527,0.6186616675342248,0.3851832994190408
20250721_224120,2,submission_20250721_224120_002.csv,0.4291030209830319,0.28534854203652604,0.3161057313483047,0.8892286235631386,0.2811040227972061,0.02063854917493467,0.29167910032725514,0.6685887603142581,0.6643581915382919,0.4429277931520534,0.43105089557835063
20250721_224232,3,submission_20250721_224232_003.csv,0.5542320300748306,0.3259503842039114,0.1562527446327354,1.0510893689355423,0.26364756838511094,0.03264627843349439,0.8545146616943053,1.2151232764092978,0.532428560542052,0.4825656626211692,0.6281017948906861
20250721_224345,4,submission_20250721_224345_004.csv,0.9246388680942349,3.7174860460258374,0.4040494975665107,0.6296500636449051,0.26203394639024835,0.021984471462890832,0.2599132390195407,0.42990804577015773,0.46989043124843993,2.3118813601467134,0.7395915796671058
20250721_224459,5,submission_20250721_224459_005.csv,0.7512595499595764,3.222482429616258,0.24345701855224722,0.4214416668523402,0.7471412225553534,0.05596688062842208,0.20995541704745213,1.0797498486384205,0.4983961886129296,0.6674702973226131,0.36653452976973405
20250721_224615,6,submission_20250721_224615_006.csv,0.3432162936854035,0.25755911029625334,0.23928844563052087,0.3554518934266578,0.2835678643171604,0.03616366971202071,0.2922078286746922,0.4478197618677058,0.44129381093382236,0.6021330311165825,0.4766775208786194
20250721_224730,7,submission_20250721_224730_007.csv,0.4585337999153226,0.3198340021793028,0.3860506729334388,0.842290094884704,0.20249011073031423,0.0331583206260288,0.7774849180294693,0.4470784216225926,0.5704512623112837,0.6758475262833794,0.3306526695527117
20250721_224846,8,submission_20250721_224846_008.csv,0.36002262907078286,0.37954673322763055,0.2209180062920597,0.31508830729523873,0.1394715809619313,0.05114512142490439,0.6457695423593427,0.5352545277393225,0.5382360507853473,0.3451902536525908,0.429606166969462
20250721_225002,9,submission_20250721_225002_009.csv,0.5403695196086034,0.45807175897431923,0.5057365765296421,0.4342874324240016,0.274888096653306,0.05560291156533089,0.247571208270667,0.33181412189993587,0.3006247976378323,2.085317013925027,0.7097812782059735
20250721_225117,10,submission_20250721_225117_010.csv,0.3976726436443478,0.28352762042685725,0.3894262954158922,0.5260282865202932,0.2930541098106343,0.02624674060474935,0.3408811795211111,0.48778004925082186,0.7834230010982349,0.39321578779694843,0.4531433659979345
20250721_225234,11,submission_20250721_225234_011.csv,0.39046784963097003,0.24777235411174758,0.42194111901983816,0.7706977290948629,0.601758637735833,0.01837515521533237,0.3005926953731813,0.4631586601494735,0.5205495803580958,0.38235205414004875,0.17748051111128696
20250721_225351,12,submission_20250721_225351_012.csv,0.6539406595119223,2.8976500608463125,0.22564309959828185,0.38241949954934945,0.7928921338051316,0.039149066673522304,0.21392308952820735,0.43925127034696415,0.4281769336160125,0.4635171537746603,0.6567842873807795
20250721_225508,13,submission_20250721_225508_013.csv,0.45181432292939216,0.24273679026267903,0.34425879526383824,0.7999021558956939,0.22389491954596064,0.04709579069764667,0.25826069299390025,0.36981858502954756,0.4734948709581346,1.4323300797486826,0.32635054889783793
20250721_225625,14,submission_20250721_225625_014.csv,0.31580597201521643,0.3142816919199814,0.2304742651956251,0.3524646086601837,0.2736863557414027,0.040807137691931235,0.2619771111341468,0.4712530544528025,0.4187781598034809,0.48844322425301656,0.3058941112995938
20250721_225742,15,submission_20250721_225742_015.csv,0.7648707808707268,4.384272004226657,0.5856134286449014,0.3584075100966889,0.3494359168669037,0.016354710679977506,0.26868286158804106,0.2933131528575267,0.3721004992029031,0.7389725304977239,0.28155519404594725
20250721_225859,16,submission_20250721_225859_016.csv,0.39406173530264116,0.25869621663326475,0.2556778650602162,0.6371428498490403,0.3464634707385872,0.023934038863883487,0.3207458261381105,0.417225631307923,0.4225553265372561,0.5607943052722966,0.697381822625834
20250721_230015,17,submission_20250721_230015_017.csv,0.4060544681620143,0.43523847648374814,0.3262701051200319,0.9543099115876185,0.289648508858818,0.027155058929149493,0.2171159218012764,0.6400011086649948,0.49363364550266736,0.34838136254106417,0.3287905821307753
20250721_230131,18,submission_20250721_230131_018.csv,0.38919969622547823,0.24779152757449066,0.4786645810890422,0.7776471544695853,0.19730351457434142,0.023956295969957662,0.31983971674150774,0.5324725234167742,0.5684824002216063,0.42203517761004716,0.32380407058742977
20250721_230247,19,submission_20250721_230247_019.csv,0.7112468386725815,3.888972602227313,0.2881439933715062,0.3970790181759879,0.7001052054789821,0.015024925120403303,0.18477437806190003,0.38707148252161716,0.4801807769271989,0.5369202057305389,0.23419579911037386
20250721_230404,20,submission_20250721_230404_020.csv,0.4292753716113816,0.3510862428658003,0.22993192113786384,0.31992171612475157,0.8757560482416816,0.05614641385102674,0.2216430461541882,0.7273533062705932,0.5104304952905734,0.7770874350444312,0.2233970911329034
20250721_230520,21,submission_20250721_230520_021.csv,0.4301904742227456,0.45108626885177344,0.2692784041710333,0.7889399040247324,0.32234542199888394,0.03261535035996304,0.269238672790998,0.3756142007508749,0.6019485988735247,0.8443054028350305,0.34653251757064096
20250721_230636,22,submission_20250721_230636_022.csv,0.3606600877884004,0.48497066945305134,0.2399299987827186,0.7216707325344057,0.1843250680466697,0.013494286279867328,0.47219186218910475,0.4109371254266987,0.2820978319747225,0.44392894310252584,0.35305436009423813
20250721_230752,23,submission_20250721_230752_023.csv,0.6020767076905443,2.6842803675073217,0.32053947902332125,0.7862616103438268,0.3941195978664264,0.04020045625560902,0.2274122981443226,0.43333402438415697,0.2997740495036283,0.4686276536916082,0.36621754018522057
20250721_230909,24,submission_20250721_230909_024.csv,0.3971054165384601,0.4382337352709996,0.31906594107429487,0.8794352863210328,0.35502084647054244,0.030518411320354693,0.20875610312822007,0.38328735309890793,0.44586867840495076,0.6548832677563213,0.25598454253897596
20250721_231025,25,submission_20250721_231025_025.csv,0.4940155396120948,0.21347649699873872,0.45972258417401507,1.518164759937958,0.334602673856613,0.04081357477521685,0.20940691081092802,0.4327772545559854,0.7894999040139445,0.5003418610076332,0.44134937598991486
20250721_231142,26,submission_20250721_231142_026.csv,0.4634685078778188,0.27820004402802195,0.38308564133558287,1.0263958797155717,0.3832959962223081,0.015889073882861877,0.25393904433662434,0.915863124886846,0.5148455698303986,0.6065922395027037,0.2565784650372694
20250721_231259,27,submission_20250721_231259_027.csv,0.7124757707124151,3.2895783973674555,0.19976245050082597,0.6647119904755721,0.2578249205278288,0.017593681205585975,0.7857318871649257,0.3665494240707122,0.3865685155954943,0.6002583479667237,0.5561780922490273
20250721_231415,28,submission_20250721_231415_028.csv,0.4838787268286617,0.3942506540066458,0.4932529767325197,0.820560637173219,0.15725221938613868,0.021495768183786644,0.288650628719113,1.148065595121499,0.597781516094875,0.7229856099539836,0.1944916629148351
20250721_231531,29,submission_20250721_231531_029.csv,0.41209622508616484,0.40113751337506626,0.22513120745115076,0.7793437958120074,0.39466278819400175,0.040010965263067536,0.2800732381304129,0.31777181732157467,0.7346619675052075,0.633886787553111,0.3142821702560477
20250721_231648,30,submission_20250721_231648_030.csv,0.5870475829345595,0.3577085530171211,0.3566535498758542,0.838002297624851,0.26570441212944823,0.018459382798588723,0.23674837892132816,0.6065169265088237,0.4880999462353179,1.895846238716573,0.8067361435176889
20250721_231805,31,submission_20250721_231805_031.csv,0.36127345841618336,0.20490980255600205,0.3813062739262638,0.5082252993979912,0.296277179815611,0.03810079313207084,0.2140366135607742,0.4267776353952196,0.7792246321216894,0.3133470643242486,0.4505292899319619
20250721_231921,32,submission_20250721_231921_032.csv,0.36965855408055776,0.19694528926663624,0.5990325316479066,0.41315126266651875,0.3265546937329406,0.033418434843797945,0.22973332206852645,0.4734677659751418,0.4091413203900359,0.738862001864827,0.27627891834924584
20250721_232037,33,submission_20250721_232037_033.csv,0.7325417678857827,4.223023711203301,0.2164355800793441,0.6072992952094184,0.27353787507500854,0.039861365647993384,0.26942065097739487,0.27070568918932464,0.6948155834460954,0.3752950396073595,0.35502288842259033
20250721_232153,34,submission_20250721_232153_034.csv,0.3509617395172511,0.2875942932376177,0.29720444728858175,0.4011063031758876,0.3026874544464642,0.049989850328229286,0.25575617046005017,0.5316779966682329,0.4762812218680517,0.48917695025649804,0.41814270744289755
20250721_232309,35,submission_20250721_232309_035.csv,0.3578248103126913,0.2460941971967098,0.23276524822676134,0.46248053875792755,0.24096116341029228,0.023677296107707555,0.21888995946913903,0.4124676844629851,0.668646094005785,0.824920688568125,0.24734523292148083
20250721_232424,36,submission_20250721_232424_036.csv,0.579893108352626,0.32442493269622674,0.30085518215277024,0.7948528185736491,0.26642430796250116,0.02304079878475288,0.7819146790590199,0.4667746382485458,0.469217122548242,2.060244725349236,0.31118187815131415
20250721_232540,37,submission_20250721_232540_037.csv,0.4293653652094827,0.3495286867198928,0.1960244711783885,0.7218641581402647,0.17435801718375069,0.030726723543716094,0.23827000906382645,0.9250575866382382,0.8290096412845294,0.46898921375546054,0.35982514458676
20250721_232657,38,submission_20250721_232657_038.csv,0.35325295096050635,0.1515807492138464,0.25463762620681835,0.6871319373837345,0.25213549214875136,0.015543279538322605,0.35418741818910304,0.43580371434464227,0.35190757558946073,0.6926766752921668,0.3369250416982169
20250721_232815,39,submission_20250721_232815_039.csv,0.4611787872249374,0.28237830181867674,0.2932558237833948,1.2416716045082166,0.5090055392424159,0.024458977219764373,0.17417752778174633,0.7260348149308804,0.35835807032185146,0.4722251884579876,0.5302220241844382
20250721_232931,40,submission_20250721_232931_040.csv,0.5273645328542107,0.2946302162722574,0.27531186052214873,0.7081365069731334,0.8580212960099303,0.0474390772864369,0.2418043540716488,0.8070697203329854,1.0237363018619896,0.5351718608640121,0.4823241343475654
20250721_233047,41,submission_20250721_233047_041.csv,0.38255255619492423,0.3353312407391683,0.25923236909033626,0.43114594792902156,0.4893936549932099,0.02256574870525238,0.22877839927825552,0.41136581574132025,0.7043060264522771,0.5172645425331427,0.42614181648725874
20250721_233201,42,submission_20250721_233201_042.csv,0.4571433413027017,0.386376896773506,0.30114794789522337,0.5151520252127976,0.38278874061001317,0.016571636592292847,0.28830185024817473,1.3036349236931113,0.46947533152978876,0.6151752316410902,0.2928088288310176
20250721_233315,43,submission_20250721_233315_043.csv,0.4231749504106963,0.35742040080853166,0.30178625112831453,0.5380161076689983,0.2159613260051968,0.037086697731853545,0.2991311705011095,0.41663043293401486,0.983863930216187,0.6243661971575355,0.45748698995522147
20250721_233431,44,submission_20250721_233431_044.csv,1.2819037434098297,8.907107251949128,0.20315765529525404,0.5481162098464735,0.3248948542870301,0.047251843979877715,0.5349765359797363,0.513731635352701,0.7611035564380535,0.3243471181516266,0.6543507728184161
20250721_233547,45,submission_20250721_233547_045.csv,0.44705030955302905,0.3057503354914535,0.13716555706530445,0.7671978799926843,0.8209226743081511,0.04180742858276046,0.2616350932477685,0.6082205069573188,0.4934281903324466,0.647914588485425,0.386460841066976
20250721_233703,46,submission_20250721_233703_046.csv,0.9948589173466524,5.546851627413197,0.380824998539691,0.8418300958073448,0.5219243300538534,0.032873668556399185,0.2605084551350512,0.6381144557481314,0.721929743350409,0.6007401748859997,0.40299162397644755
20250721_233819,47,submission_20250721_233819_047.csv,0.5512690463428128,0.3623534812745547,0.1763758282740238,0.2166685676628865,0.7261453680403791,0.03569691764969933,0.3005427448956531,0.2012950449565882,0.7813752755322741,2.0133423051177903,0.6988949300242798
20250721_233934,48,submission_20250721_233934_048.csv,0.6072677561240356,0.4301533423584697,0.3974089320632011,0.5962014228040092,0.7285211875728759,0.02120472456399301,0.2844299279572818,0.40139449660273974,0.46838869070214634,2.2292973401563234,0.5156774964593173
20250721_234050,49,submission_20250721_234050_049.csv,0.4760149037012491,0.2847639676213268,0.6910682637824818,0.94848509156675,0.29894811710515445,0.02105516629422079,0.2677104505629487,0.5796393001610578,0.3790433914669818,0.5164933095441018,0.7729419789074672
20250721_234206,50,submission_20250721_234206_050.csv,0.8666407498641364,5.027326328791871,0.23987183345431112,0.9940101727178486,0.2889537711785083,0.028467052430906477,0.2117214590926254,0.30710707142250615,0.5302132037262701,0.6375798219482715,0.40115678387824955
20250721_234323,51,submission_20250721_234323_051.csv,0.4459807000380744,0.353459657314818,0.1467635693852972,0.994592456444243,0.4799694156123109,0.03257461191234215,0.2156141892035942,0.4678764624992395,0.27832400922758593,0.7391440839149195,0.7514885448663953
20250721_234441,52,submission_20250721_234441_052.csv,0.4668086120108641,0.551454788672016,0.3420166579726145,0.9920049302728609,0.18572722329672978,0.0492694493283101,0.26441737195526216,0.6540511728563441,0.6639730179600458,0.6303136914887628,0.3348578163056948
20250721_234558,53,submission_20250721_234558_053.csv,0.8022516627109331,4.016997409087542,0.29322203639823374,0.6109340248231404,0.2974810878066761,0.04810724937493223,0.22740671905352933,1.0445791761929615,0.6805559825791303,0.4633007312651221,0.3399322105280618
