Model,MAPE,R2,RMSE,Leaderboard_Score
VotingEnsemble,1.6792946694458966,0.9740860735030059,0.15183765333757243,38.26122538801852
LightGBM,1.6818359873674673,0.9719573058594986,0.15867793426613655,38.16779458207841
CatBoost,1.9147200687891295,0.9693312901882244,0.16618776540641683,29.605879823929072
