Model,Mean_MAPE,Std_MAPE,Mean_R2,Std_R2,Mean_Score,Std_Score
LinearRegression,0.8377638274669476,0.18502960545153704,-0.3610109344639902,2.66561579844862,69.19985928430341,6.802559023953569
Ridge,0.8504751656134488,0.20380780085812142,-0.28273699732830887,2.509573399564651,68.73253067597616,7.49293385507799
GradientBoosting,1.2959845268789039,0.5867072339993424,0.9649337505268599,0.0022808177914150143,52.35351004121678,21.57011889703465
ElasticNet,1.3077542524781192,0.30032181784715556,-0.2106068135517951,2.2628177113135286,51.920799541245614,11.041243303204249
Lasso,1.5048560497804129,0.3271248235799272,-0.17248280084260742,2.0787659855255325,44.67440993454365,12.026647925732622
RandomForest,1.5696117154311284,0.661288890373453,0.9347105898147605,0.0036943544971025817,43.02445241684705,22.936001254421864
