iter	RMSE
0	0.917519653
1	0.8645229575
2	0.810907472
3	0.7568001727
4	0.7124055506
5	0.6714743729
6	0.6291294522
7	0.5927132669
8	0.5549777009
9	0.5223727456
10	0.4911832549
11	0.4653246313
12	0.4372518187
13	0.4143910096
14	0.3942871322
15	0.3745565
16	0.3547730845
17	0.3376017181
18	0.3241524912
19	0.3086782383
20	0.2954437302
21	0.283568451
22	0.272592719
23	0.2624168535
24	0.2521636844
25	0.2410830808
26	0.2322584693
27	0.2245015258
28	0.217375669
29	0.2087048293
30	0.2016899441
31	0.1962335939
32	0.1893777884
33	0.1838321923
34	0.1782744222
35	0.1742452133
36	0.1691240602
37	0.1640610736
38	0.1605959566
39	0.1569753251
40	0.1522726185
41	0.1481353404
42	0.1456498849
43	0.1429672296
44	0.1399793474
45	0.1363989718
46	0.1343755261
47	0.1317029631
48	0.12924471
49	0.1269548703
50	0.1246274198
51	0.1219315907
52	0.1200354194
53	0.1188832892
54	0.1169623134
55	0.1152530205
56	0.1131996528
57	0.1116510029
58	0.1100401565
59	0.1093404024
60	0.1077991642
61	0.1060523238
62	0.1048086715
63	0.1038487921
64	0.1025726479
65	0.1011738551
66	0.1004884511
67	0.0989733813
68	0.09762179693
69	0.09662789039
70	0.09509343649
71	0.09428109909
72	0.09299235256
73	0.09182279302
74	0.0908238869
75	0.0897003103
76	0.08885822324
77	0.08795044191
78	0.08673067483
79	0.08582046705
80	0.08513026924
81	0.08426730122
82	0.08325315777
83	0.08255830817
84	0.08181139227
85	0.08110078061
86	0.08022403098
87	0.07959519448
88	0.07861791674
89	0.07752624583
90	0.07670321464
91	0.07591844223
92	0.07498021398
93	0.07429909735
94	0.07356611304
95	0.07268392414
96	0.07201552132
97	0.07104855375
98	0.0703277581
99	0.06953849876
100	0.06875840561
101	0.06790117691
102	0.06719979873
103	0.06672194005
104	0.06584499987
105	0.0648498247
106	0.06428784606
107	0.06370431239
108	0.0629364889
109	0.06217057666
110	0.06154340712
111	0.06074048668
112	0.06031371682
113	0.05987535628
114	0.05939573585
115	0.05896269313
116	0.05842849501
117	0.05791210027
118	0.0573456612
119	0.05666137579
120	0.056048207
121	0.05565803189
122	0.05520509479
123	0.05461211687
124	0.05406151254
125	0.05350150091
126	0.05293848027
127	0.05241199857
128	0.05167376328
129	0.05117712394
130	0.05069663976
131	0.05028280515
132	0.04976463571
133	0.04930893587
134	0.04883489424
135	0.04832713906
136	0.04786641888
137	0.04739309469
138	0.04695586671
139	0.04663339581
140	0.04612263383
141	0.04570259825
142	0.04524957675
143	0.04484273522
144	0.04439656708
145	0.04406984028
146	0.04391810299
147	0.04371447652
148	0.04348172802
149	0.04295524368
150	0.04262600922
151	0.04232130354
152	0.04206659251
153	0.04177087613
154	0.04144252088
155	0.04118225908
156	0.04084524829
157	0.04052532605
158	0.04018450522
159	0.03985522481
160	0.03958075307
161	0.03915819455
162	0.03885076408
163	0.03842894553
164	0.03814949145
165	0.03788663335
166	0.03756248205
167	0.03723790972
168	0.03693917076
169	0.03662905083
170	0.03637867205
171	0.03603406238
172	0.03575100617
173	0.03549003199
174	0.03519424823
175	0.03484951019
176	0.03460468102
177	0.03424310311
178	0.03397820774
179	0.03375374932
180	0.03347592185
181	0.03326338317
182	0.03311598288
183	0.03284764644
184	0.03258548475
185	0.03226787821
186	0.0318845176
187	0.03173001562
188	0.03166353011
189	0.03161617267
190	0.0314541097
191	0.03122112122
192	0.03090952012
193	0.03069981921
194	0.03049682498
195	0.03017063717
196	0.02986347857
197	0.02960573707
198	0.02942678708
199	0.02917706527
