timestamp,run,submission_file,overall_mape,mape_BlendProperty1,mape_BlendProperty2,mape_BlendProperty3,mape_BlendProperty4,mape_BlendProperty5,mape_BlendProperty6,mape_BlendProperty7,mape_BlendProperty8,mape_BlendProperty9,mape_BlendProperty10
20250722_015804,4,submission_20250722_015804_004.csv,0.5230220289253122,0.9075685869145386,0.3103753991821986,0.7218884071303666,0.43304245215135917,0.030529854137524085,0.3952186436097054,0.5872451069766857,0.5585004583914389,0.906189567827861,0.3796618129314434
20250722_062127,5,submission_20250722_062127_005.csv,0.5760799257201226,1.4284000170109303,0.3007202004353766,0.6824818867920585,0.39377965125557873,0.03573373188432788,0.31490994352191914,0.5856640411440803,0.632670902557449,0.9504315803639631,0.4360073022355447
20250722_063147,6,submission_20250722_063147_006.csv,0.5114859148911017,0.9554399318353974,0.31508929093514565,0.7080225236695312,0.43051899756295786,0.03203983484481904,0.35841206656474167,0.491288443534282,0.469647832138373,0.9547707839383195,0.39962944388745075
20250722_070113,7,submission_20250722_070113_007.csv,0.45943337317322247,0.6763263722478801,0.27826117682587287,0.6287225421868694,0.4321336872586268,0.03472184052708437,0.3675222791636332,0.47892650321179914,0.5277996788505954,0.7928096671275126,0.3771099843323484
20250722_071159,8,submission_20250722_071159_008.csv,0.549989455421841,0.978605630841097,0.332788832419003,0.7796595882922168,0.44427150632588885,0.03208662908920404,0.3788654290240264,0.5432916652727486,0.5900306814585914,0.9785686655717355,0.4417259259238974
20250722_072039,1,submission_20250722_072039_001.csv,0.4992421736701466,0.8645519757253289,0.3126899854863406,0.6988714802519556,0.4339360407801021,0.031234787364335843,0.39140974078924917,0.4812800553162377,0.5825787541672713,0.7740980478323403,0.42177086898830835
20250722_075053,1,submission_20250722_075053_001.csv,0.5443271917835008,1.3791052165729578,0.29876376173650365,0.6583589063132315,0.39081141795311874,0.03546383044650762,0.40292123320186435,0.5936012672814258,0.5610170802519214,0.6915233635073823,0.4317058405700954
20250722_075743,2,submission_20250722_075743_002.csv,0.5973548736729537,1.626161352263569,0.29305901918239224,0.7578775624253388,0.4120312874309407,0.030157002868491368,0.33397681393314743,0.5955084558665289,0.5296507487622252,0.9742902368309635,0.42083625716593814
20250722_080444,3,submission_20250722_080444_003.csv,0.5464681276660746,1.1658585292342674,0.3001187320152875,0.6823696878294184,0.43599476681661314,0.03250212007857096,0.3933674913105612,0.569443692575878,0.5085974159576409,0.9661415849064277,0.4102872559360794
20250722_081151,4,submission_20250722_081151_004.csv,0.5357844579924705,1.2478439006548125,0.28184386013727236,0.6780882639771655,0.41330931191023484,0.028496423660024736,0.35840887691464657,0.5860418894240546,0.5741221239307205,0.7539886538540292,0.43570127546174425
20250722_081905,5,submission_20250722_081905_005.csv,0.5028861577990529,0.8263460844154908,0.28757245919354274,0.6436243463629134,0.41672806743834995,0.03583435239250145,0.33557151748504094,0.5192240672738804,0.582951705297274,1.0006460373161044,0.3803629408154302
20250722_082620,6,submission_20250722_082620_006.csv,0.5154440605090691,0.925895261004225,0.34318653801111904,0.6747355945210896,0.346473953601055,0.03445778654925484,0.38282357497029623,0.7578784899359859,0.5253693353801627,0.7794018140679916,0.3842182570495122
20250722_083333,7,submission_20250722_083333_007.csv,0.5607953502062226,1.321978234616464,0.27405248266946064,0.6597809792009512,0.41723457675824716,0.032406667809962444,0.3706829460531976,0.6195069058194452,0.5657533704520202,0.9592362205595955,0.38732111812287845
20250722_084041,8,submission_20250722_084041_008.csv,0.5298377201397215,1.2038276208313878,0.3092401030850028,0.6576374517314689,0.3704842688115382,0.030825071606952675,0.3569850063052888,0.4884974574351348,0.6162952370054086,0.8673476341732352,0.39723735041179553
20250722_084749,9,submission_20250722_084749_009.csv,0.48056107317769126,0.5959960705650057,0.2542371577444274,0.6729037324579205,0.3715605563497015,0.030670085502578125,0.3576538339763145,0.5639666743851273,0.5735730886008831,0.9622768667222342,0.4227726654727245
20250722_085454,10,submission_20250722_085454_010.csv,0.5457630149505839,1.4931403484638257,0.30029815101839724,0.635467352063043,0.3679930046166874,0.03561987470441122,0.423849297145601,0.5180824461700538,0.5112043505195869,0.8233383167825703,0.34863700802166225
20250722_090200,11,submission_20250722_090200_011.csv,0.519423152094689,1.1559657085865334,0.30039713638100257,0.6883359886052244,0.4223809072139008,0.03308423532630795,0.37887980440591545,0.5538162166765581,0.49694055574211343,0.7556363411854395,0.4087946268238914
20250722_090925,12,submission_20250722_090925_012.csv,0.5295227328537833,1.0845541678864374,0.31563781877779484,0.6815124796400683,0.43880527475250974,0.03372199244561754,0.33322564204709226,0.5654579037730879,0.5138326882287847,0.9689783399489017,0.3595010210375362
