Model,Mean_MAPE,Std_MAPE,Mean_R2,Std_R2,Mean_Score,Std_Score
LinearRegression,0.8338822059011353,0.13154179647261605,0.9426261287279708,0.003346528375172916,69.34256595951709,4.8360954585520615
Ridge,0.8460690617639219,0.13112399061147945,0.9428041154554359,0.003304621083610893,68.89451978809112,4.820734948951452
GradientBoosting,1.129595116881823,0.16493024098424391,0.9555173026725164,0.002477528045685654,58.4707677616977,6.063611800891322
RandomForest,2.1635110439908902,1.5049609869431795,0.9087037603531172,0.0028131736575791196,38.43815199149164,19.652255986509616
ElasticNet,2.326319049830075,1.2712615698662715,0.8387796212472169,0.006425625749942044,29.753414366205817,18.472915746592275
Lasso,2.82157125764376,1.9041668736963855,0.7699737259539815,0.008646880123278099,24.709982101403632,16.08888252657688
